time,open,high,low,close,"COPPER1!, MCX: Open","COPPER1!, MCX: High","COPPER1!, MCX: Low","COPPER1!, MCX: Close",Volume,Volume MA
1215143100,3926.6499,4033.5,3896.3999,4016,NaN,NaN,NaN,NaN,NaN,NaN
1215402300,4002,4114.5,4002,4030,NaN,NaN,NaN,NaN,NaN,NaN
1215488700,4028.7,4028.7,3896.05,3988.55,NaN,NaN,NaN,NaN,NaN,NaN
1215575100,3990.8999,4169.3999,3990.8999,4157.1001,NaN,NaN,NaN,NaN,NaN,NaN
1215661500,4155.6499,4187.9502,4110.3999,4162.2002,NaN,NaN,NaN,NaN,NaN,NaN
1215747900,4166,4215.5,4014.45,4049,NaN,NaN,NaN,NaN,NaN,NaN
1216007100,4047.45,4118.1001,4004.25,4039.7,NaN,NaN,NaN,NaN,NaN,NaN
1216093500,4039.3,4040.7,3835.5,3861.1001,NaN,NaN,NaN,NaN,NaN,NaN
1216179900,3861.55,3920.05,3790.2,3816.7,NaN,NaN,NaN,NaN,NaN,NaN
1216266300,3823.1499,3968.75,3823.1499,3947.2,NaN,NaN,NaN,NaN,NaN,NaN
1216352700,3962.95,4110.5498,3926.3,4092.25,NaN,NaN,NaN,NaN,NaN,NaN
1216611900,4092.2,4168.1499,4072.75,4159.5,NaN,NaN,NaN,NaN,NaN,NaN
1216698300,4158.4502,4262.4502,4137.9502,4240.1001,NaN,NaN,NaN,NaN,NaN,NaN
1216784700,4246.7002,4491.5498,4246.7002,4476.7998,NaN,NaN,NaN,NaN,NaN,NaN
1216871100,4476.2002,4539.4502,4385.8501,4433.5498,NaN,NaN,NaN,NaN,NaN,NaN
1216957500,4440.8501,4440.8501,4297.1499,4311.8501,NaN,NaN,NaN,NaN,NaN,NaN
1217216700,4282.25,4352.6499,4282.25,4332.1001,NaN,NaN,NaN,NaN,NaN,NaN
1217303100,4332.2002,4332.2002,4159.1499,4189.8501,NaN,NaN,NaN,NaN,NaN,NaN
1217389500,4191.2002,4327,4191.2002,4313.5498,NaN,NaN,NaN,NaN,NaN,NaN
1217475900,4314.3501,4342,4285.5498,4332.9502,NaN,NaN,NaN,NaN,NaN,NaN
1217562300,4331.6001,4422.9502,4235.7002,4413.5498,NaN,NaN,NaN,NaN,NaN,NaN
1217821500,4426.1001,4436.1499,4362.8999,4395.3501,NaN,NaN,NaN,NaN,NaN,NaN
1217907900,4395.7998,4515.1499,4376,4502.8501,NaN,NaN,NaN,NaN,NaN,NaN
1217994300,4506.25,4615.8999,4503.8999,4517.5498,NaN,NaN,NaN,NaN,NaN,NaN
1218080700,4515.25,4580.1499,4493.7002,4523.8501,NaN,NaN,NaN,NaN,NaN,NaN
1218167100,4518.3501,4546.3501,4464,4529.5,NaN,NaN,NaN,NaN,NaN,NaN
1218426300,4529.3501,4625.2002,4529.3501,4620.3999,NaN,NaN,NaN,NaN,NaN,NaN
1218512700,4620.9502,4649.8501,4525.75,4552.25,NaN,NaN,NaN,NaN,NaN,NaN
1218599100,4548.0498,4572.6499,4497.25,4529.0498,NaN,NaN,NaN,NaN,NaN,NaN
1218685500,4524.2002,4529.7998,4421.25,4430.7002,NaN,NaN,NaN,NaN,NaN,NaN
1219031100,4430.7002,4447.3999,4379.8501,4393.0498,NaN,NaN,NaN,NaN,NaN,NaN
1219117500,4393.1001,4393.7002,4316.5498,4368.25,NaN,NaN,NaN,NaN,NaN,NaN
1219203900,4365.4502,4434.8999,4365.4502,4415.75,NaN,NaN,NaN,NaN,NaN,NaN
1219290300,4416.2002,4418.5498,4271.2998,4283.8501,NaN,NaN,NaN,NaN,NaN,NaN
1219376700,4283.8501,4337,4248,4327.4502,NaN,NaN,NaN,NaN,NaN,NaN
1219635900,4317.9502,4398.7998,4317.9502,4335.3501,NaN,NaN,NaN,NaN,NaN,NaN
1219722300,4335.2002,4345.0498,4283.2998,4337.5,NaN,NaN,NaN,NaN,NaN,NaN
1219808700,4336.8501,4364.25,4282.6499,4292.1001,NaN,NaN,NaN,NaN,NaN,NaN
1219895100,4290.75,4304.5,4201.8501,4214,NaN,NaN,NaN,NaN,NaN,NaN
1219981500,4230.6001,4368.7998,4230.6001,4360,NaN,NaN,NaN,NaN,NaN,NaN
1220240700,4356.1001,4365,4281.3501,4348.6499,NaN,NaN,NaN,NaN,NaN,NaN
1220327100,4358.8501,4522.3999,4343.1001,4504,NaN,NaN,NaN,NaN,NaN,NaN
1220499900,4453.0498,4480.3999,4419.7998,4447.75,NaN,NaN,NaN,NaN,NaN,NaN
1220586300,4444.7002,4444.7002,4328.8999,4352.2998,NaN,NaN,NaN,NaN,NaN,NaN
1220845500,4358.2998,4558,4358.2998,4482.2998,NaN,NaN,NaN,NaN,NaN,NaN
1220931900,4485.1499,4497.5,4418.9502,4468.7002,NaN,NaN,NaN,NaN,NaN,NaN
1221018300,4467.5,4467.5,4382.3501,4400.25,NaN,NaN,NaN,NaN,NaN,NaN
1221104700,4397.25,4399.2998,4272.75,4290.2998,NaN,NaN,NaN,NaN,NaN,NaN
1221191100,4291.6001,4323.8999,4200.1499,4228.4502,NaN,NaN,NaN,NaN,NaN,NaN
1221450300,4231.9502,4237.25,3955.3999,4072.8999,NaN,NaN,NaN,NaN,NaN,NaN
1221536700,4072.55,4090.1001,3919.3501,4074.8999,NaN,NaN,NaN,NaN,NaN,NaN
1221623100,4074.8,4116.7002,3974.6001,4008.25,NaN,NaN,NaN,NaN,NaN,NaN
1221709500,4005.25,4050.1001,3799.55,4038.1499,NaN,NaN,NaN,NaN,NaN,NaN
1221795900,4040.8,4262.6499,4040.8,4245.25,NaN,NaN,NaN,NaN,NaN,NaN
1222055100,4248.9502,4303.25,4202.3999,4223.0498,NaN,NaN,NaN,NaN,NaN,NaN
1222141500,4223.8999,4224.7002,4117.8999,4126.8999,NaN,NaN,NaN,NaN,NaN,NaN
1222227900,4125.75,4207.9502,4115.8501,4161.25,NaN,NaN,NaN,NaN,NaN,NaN
1222314300,4162.1499,4172.6001,4077.5,4110.5498,NaN,NaN,NaN,NaN,NaN,NaN
1222400700,4108.75,4110.7002,3970.3501,3985.25,NaN,NaN,NaN,NaN,NaN,NaN
1222659900,3990.2,3997.55,3777.3,3850.05,NaN,NaN,NaN,NaN,NaN,NaN
1222746300,3848.7,3966.8501,3715.05,3921.2,NaN,NaN,NaN,NaN,NaN,NaN
1222832700,3921.8501,4000.5,3861.25,3950.75,NaN,NaN,NaN,NaN,NaN,NaN
1223005500,3953.55,3969.55,3811.25,3818.3,NaN,NaN,NaN,NaN,NaN,NaN
1223264700,3817.3,3820.8501,3581.6001,3602.3501,NaN,NaN,NaN,NaN,NaN,NaN
1223351100,3606.95,3732.6499,3537,3606.6001,NaN,NaN,NaN,NaN,NaN,NaN
1223437500,3604.3999,3604.3999,3329.45,3513.6499,NaN,NaN,NaN,NaN,NaN,NaN
1223610300,3502.05,3502.05,3198.95,3279.95,NaN,NaN,NaN,NaN,NaN,NaN
1223869500,3272.8999,3510.2,3272.8999,3490.7,NaN,NaN,NaN,NaN,NaN,NaN
1223955900,3494.1001,3648.25,3491.5,3518.6499,NaN,NaN,NaN,NaN,NaN,NaN
1224042300,3517.8999,3518.5,3324.55,3338.3999,NaN,NaN,NaN,NaN,NaN,NaN
1224128700,3333.8501,3333.8501,3099.8999,3269.3,NaN,NaN,NaN,NaN,NaN,NaN
1224215100,3269.05,3335.95,3046.6001,3074.3501,NaN,NaN,NaN,NaN,NaN,NaN
1224474300,3108.2,3238.3999,3058.95,3122.8,NaN,NaN,NaN,NaN,NaN,NaN
1224560700,3125.3999,3254.8501,3117.3501,3234.8999,NaN,NaN,NaN,NaN,NaN,NaN
1224647100,3234.7,3235.75,3051.8,3065.1499,NaN,NaN,NaN,NaN,NaN,NaN
1224733500,3064.8,3085.1001,2917.1499,2943.1499,NaN,NaN,NaN,NaN,NaN,NaN
